student_id,first_name,middle_name,last_name,email,school_code
0d948239-e148-4272-9752-7e258d4936c5,Roy,Mayne,Dalliwatr,mdalliwatr1p@last.fm,CC
3cde3f86-bb50-4007-b303-d48ac570411f,Whitman,Carlota,Daintry,cdaintry1q@netlog.com,GS
3b2e33b9-2a45-4a10-ab18-be7ec78b2379,Devon,Ritchie,Housbie,rhousbie1r@europa.eu,CC
d2f8355f-4eb0-40c7-8886-12871801cfe5,Jillane,Mickie,Revelle,mrevelle1s@intel.com,GS
4362ce69-007a-491a-a9e8-337cd0f09260,Rayner,Rodolphe,Skillanders,rskillanders1t@wsj.com,SEAS
2fe70c84-9b7e-4f66-ad7e-8f420d093b79,Dee dee,Bili,Humberston,bhumberston1u@prnewswire.com,GS
c7916b38-c44e-4185-b7bc-a15c628800f0,Lorin,Morie,Bellchamber,mbellchamber1v@google.cn,CC
aa61706c-676b-4013-a29a-a2f7e2f52c85,Corena,Sharron,Mostin,smostin1w@sun.com,GSAS
19575f9c-2fc0-4756-b2c6-ce7e28276ecd,Katherina,Angelle,Lezemore,alezemore1x@telegraph.co.uk,CC
0ecc5505-72b8-4b7d-b44a-0d002bf2c213,Pepita,Allegra,Peart,apeart1y@simplemachines.org,CC
28f473a3-2646-4bf7-885a-bd6b5e661d94,Dion,Torie,Gaither,tgaither1z@constantcontact.com,CC
5f598f8c-0d51-4270-b2f8-a5be91f93c92,Gerry,Dorelia,MacGorman,dmacgorman20@cbslocal.com,SEAS
0c28e9e7-1e95-4917-a8d6-5fa8a4c5baee,Mar,Ramsey,Kemshell,rkemshell21@vinaora.com,GSAS
fe231510-7b3f-405e-8380-aa6ee7dfcc50,Amil,Kathie,Jerdan,kjerdan22@dell.com,SEAS
8beab128-8c82-44f3-99dd-db322cee1f1b,Tamarra,Ezequiel,Mundell,emundell23@blogspot.com,GS
2327b043-8915-4466-a552-ce6f936d5a71,Zelig,Cassandry,Manlow,cmanlow24@goo.ne.jp,SEAS
0a3b74ad-6eb6-41c4-9485-0444cd64e9e3,Neel,Merry,Bourcq,mbourcq25@prweb.com,GS
1ff8e19c-dc18-4c49-b2a3-b7db876e988e,Hyacintha,Almeda,Dronsfield,adronsfield26@facebook.com,SEAS
e5311550-baa2-4fc2-a418-91ac4318be9b,Rutledge,Donny,Landsborough,dlandsborough27@booking.com,SEAS
8e6cbaae-32a1-4402-a606-1baadd233fa3,Melina,Cordelie,Tramel,ctramel28@narod.ru,GS
08bc87f2-45c8-4d82-9941-80a92efbd416,Cynthia,Lewes,Creboe,lcreboe29@mysql.com,SEAS
b2fa45a7-3515-4c88-b6e4-2f6817f7e265,Edsel,Siward,Foch,sfoch2a@dedecms.com,GSAS
0267d396-8d96-4fbd-b73d-7bd386ae3f82,Hewitt,Sheeree,Popham,spopham2b@mit.edu,SEAS
b8cca106-8ee2-4cc0-9528-b9860e045c8c,Bellanca,Corrie,Schole,cschole2c@photobucket.com,SEAS
41571b2a-a11f-42d8-93c8-8518b2e6bf5b,Laurianne,Kaiser,Mulrenan,kmulrenan2d@sbwire.com,GSAS
6e14b5b8-73f1-4c5f-8b7a-5ddc3088351c,Hall,Madella,Gabbotts,mgabbotts2e@topsy.com,GSAS
afd73a3b-8cf2-47c6-954e-40307d0ae917,Cedric,Alwyn,Bustard,abustard2f@wikia.com,GSAS
9cb4f5b6-75a7-4b75-bfa3-9fada74cf90c,Ancell,Justina,Mapp,jmapp2g@hexun.com,GS
458c6069-6265-4c75-bb75-cd9f525d4051,Harlie,Eldon,Juara,ejuara2h@slate.com,GS
515cd5c5-cc2b-4e7b-b4ad-cf628f6daa13,Engelbert,Maryjane,Penney,mpenney2i@ycombinator.com,SEAS
52d96c52-7c19-4863-8a35-823ba7c71522,Elladine,Murdoch,Medcalf,mmedcalf2j@soundcloud.com,GSAS
f5057ed0-38b2-4715-a2ca-b0cf3115ad02,Bennett,Adrian,Gennrich,agennrich2k@arstechnica.com,SEAS
37150ebe-f6fa-43fa-a6e1-a462610da7f4,Arny,Marwin,Izat,mizat2l@eepurl.com,GSAS
ebb300d2-0884-4987-a81e-a45944e8c2fc,Ralf,Georgi,Dendon,gdendon2m@purevolume.com,CC
11c8ca51-690b-4683-98bd-9a1b00d92df9,Willard,Garrek,Ghelerdini,gghelerdini2n@google.it,SEAS
4fece6e0-db7f-431d-8979-9d6e6bfe2d9e,Link,Clarabelle,Beretta,cberetta2o@cpanel.net,CC
1884fc35-206f-4c0e-b5ab-eaa7a3f57f5e,Ira,Sergei,Tangye,stangye2p@utexas.edu,CC
0083a12e-8ec7-4c28-91fb-62838d460e1e,Shanie,Thor,Turtle,tturtle2q@si.edu,GS
0fcfc1f1-5c30-4632-8092-23bc2ee332f5,Addie,Britt,Izkovicz,bizkovicz2r@ebay.com,CC
